start	end	dom_order
5000	555000	1
555000	1275000	1
1275000	1655000	1
1655000	2185000	1
2185000	2955000	1
2955000	3255000	1
3255000	3435000	1
3435000	4165000	1
4165000	4465000	1
4465000	4815000	1
4815000	5375000	1
5375000	6665000	1
6665000	7225000	1
7225000	7515000	1
7515000	7895000	1
7895000	8265000	1
8265000	8785000	1
8785000	9435000	1
9575000	11105000	1
11105000	11255000	1
11255000	12515000	1
12655000	12835000	1
12835000	13395000	1
13395000	14975000	1
14975000	15125000	1
15125000	15915000	1
15915000	16295000	1
16295000	16635000	1
16635000	17675000	1
17675000	18215000	1
18215000	18955000	1
18955000	20065000	1
20065000	20435000	1
20435000	21725000	1
21725000	22245000	1
22245000	22575000	1
22575000	22835000	1
22835000	23095000	1
23095000	24675000	1
24675000	25275000	1
25275000	25465000	1
25465000	26285000	1
26285000	27595000	1
27595000	27825000	1
27825000	27985000	1
27985000	28585000	1
28585000	29095000	1
29095000	29565000	1
29565000	29755000	1
29755000	30165000	1
30275000	30535000	1
30535000	30835000	1
30835000	31105000	1
31105000	31285000	1
31285000	32285000	1
32285000	33965000	1
33965000	34185000	1
34185000	34955000	1
34955000	36225000	1
36225000	36725000	1
36725000	38525000	1
38525000	39845000	1
39845000	40555000	1
40555000	40925000	1
40925000	41595000	1
41595000	41885000	1
41885000	42105000	1
42105000	42255000	1
42255000	42765000	1
42765000	43855000	1
43855000	44895000	1
44895000	45205000	1
45205000	45405000	1
45405000	45675000	1
45675000	46335000	1
46335000	46915000	1
46915000	47215000	1
47215000	47745000	1
47745000	48095000	1
48095000	48465000	1
48465000	49155000	1
49155000	49345000	1
49345000	49855000	1
49855000	50435000	1
50435000	50665000	1
50665000	51265000	1
51265000	51885000	1
51885000	52365000	1
52365000	52595000	1
52595000	52825000	1
52825000	53855000	1
53855000	54225000	1
54225000	54575000	1
54575000	55175000	1
55175000	55655000	1
55655000	56095000	1
56095000	56355000	1
56355000	56615000	1
56615000	57145000	1
57145000	57435000	1
57435000	57735000	1
57735000	57925000	1
57925000	58805000	1
58805000	59845000	1
59845000	60135000	1
60135000	60745000	1
60745000	61785000	1
61785000	62235000	1
62235000	62655000	1
62655000	62955000	1
62955000	63425000	1
63425000	64365000	1
64365000	64625000	1
64625000	64965000	1
64965000	65145000	1
65145000	65735000	1
65735000	67005000	1
67005000	67485000	1
67485000	67695000	1
67695000	68635000	1
68635000	69535000	1
5000	105000	2
105000	555000	2
555000	1125000	2
1125000	1275000	2
1655000	1905000	2
1905000	2185000	2
2185000	2475000	2
2475000	2735000	2
2735000	2955000	2
3435000	3565000	2
3565000	3775000	2
3775000	4165000	2
5375000	5585000	2
5585000	6205000	2
6205000	6665000	2
8265000	8515000	2
8515000	8625000	2
8625000	8785000	2
9575000	10305000	2
10305000	11105000	2
11255000	11475000	2
11475000	11895000	2
11895000	12285000	2
12285000	12515000	2
13395000	14185000	2
14185000	14665000	2
14665000	14975000	2
15125000	15355000	2
15355000	15605000	2
16635000	17105000	2
17105000	17345000	2
17345000	17675000	2
18215000	18595000	2
18595000	18955000	2
18955000	19805000	2
19805000	20065000	2
20435000	20655000	2
20655000	21005000	2
21005000	21175000	2
21175000	21725000	2
23095000	23265000	2
23265000	23445000	2
23445000	23675000	2
23675000	23815000	2
23815000	24235000	2
24235000	24675000	2
26285000	27045000	2
27045000	27465000	2
27465000	27595000	2
27985000	28285000	2
28285000	28585000	2
28585000	28885000	2
28885000	28975000	2
28975000	29095000	2
31285000	31995000	2
31995000	32285000	2
32285000	33205000	2
33205000	33395000	2
33395000	33965000	2
34185000	34695000	2
34695000	34955000	2
34955000	35275000	2
35275000	35825000	2
35825000	36225000	2
36725000	37045000	2
37045000	37195000	2
37195000	37405000	2
37405000	37865000	2
37865000	38525000	2
38525000	38895000	2
38895000	39135000	2
39135000	39275000	2
39275000	39845000	2
39845000	40295000	2
40295000	40555000	2
40925000	41115000	2
41115000	41595000	2
42255000	42465000	2
42465000	42765000	2
42765000	43425000	2
43425000	43855000	2
43855000	44455000	2
44455000	44895000	2
45675000	45915000	2
45915000	46335000	2
46335000	46545000	2
46545000	46665000	2
46665000	46915000	2
47215000	47505000	2
47505000	47745000	2
48465000	48685000	2
48685000	49155000	2
49345000	49485000	2
49485000	49605000	2
49605000	49855000	2
51265000	51475000	2
51475000	51675000	2
51675000	51885000	2
52825000	53375000	2
53375000	53625000	2
53625000	53855000	2
54575000	54895000	2
54895000	55175000	2
57925000	58465000	2
58465000	58675000	2
58675000	58805000	2
58805000	59065000	2
59065000	59515000	2
59515000	59845000	2
60135000	60265000	2
60265000	60475000	2
60475000	60745000	2
60745000	61195000	2
63425000	63535000	2
63535000	63875000	2
63875000	64105000	2
64105000	64365000	2
65145000	65455000	2
65455000	65735000	2
65735000	66565000	2
66565000	67005000	2
67695000	68035000	2
68035000	68635000	2
68635000	68895000	2
68895000	69095000	2
69095000	69275000	2
69275000	69535000	2
