start	end	dom_order
5000	745000	1
745000	1005000	1
1005000	1175000	1
1175000	1625000	1
1625000	2155000	1
2155000	3565000	1
3565000	6255000	1
6255000	7715000	1
7715000	8385000	1
8385000	8905000	1
8905000	9775000	1
9775000	11215000	1
11215000	11795000	1
11795000	12065000	1
12065000	12565000	1
12565000	14185000	1
14185000	14405000	1
14405000	14945000	1
14945000	15665000	1
15665000	16065000	1
16065000	17905000	1
17905000	18445000	1
18445000	18975000	1
18975000	19375000	1
19375000	19775000	1
19775000	20235000	1
20235000	20695000	1
20695000	22205000	1
22205000	22505000	1
22505000	22805000	1
22805000	25065000	1
25065000	25595000	1
25595000	25915000	1
25915000	26415000	1
26415000	27035000	1
27035000	27235000	1
27235000	27655000	1
27655000	28055000	1
28055000	28115000	1
28115000	29325000	1
29325000	29825000	1
29825000	30455000	1
30455000	31845000	1
31845000	32085000	1
32085000	32835000	1
32835000	32935000	1
32935000	33985000	1
33985000	36375000	1
36375000	36795000	1
36795000	37115000	1
37115000	37265000	1
37265000	37445000	1
37445000	39015000	1
39015000	39135000	1
39135000	39665000	1
39665000	40415000	1
40415000	41575000	1
41575000	41965000	1
41965000	43505000	1
43505000	44075000	1
44075000	44395000	1
44395000	45285000	1
45285000	46585000	1
46585000	46835000	1
46835000	47305000	1
47305000	48695000	1
48695000	48955000	1
48955000	49175000	1
49175000	51545000	1
51545000	52065000	1
52065000	52285000	1
52285000	53565000	1
53565000	54115000	1
54115000	54525000	1
54525000	54955000	1
54955000	55535000	1
55535000	56045000	1
56045000	56145000	1
56145000	56815000	1
56815000	58045000	1
58045000	58385000	1
58385000	58545000	1
58545000	58665000	1
58665000	59955000	1
59955000	61265000	1
61265000	62235000	1
62235000	62745000	1
62745000	63195000	1
63195000	63745000	1
63745000	63905000	1
63905000	64815000	1
64815000	65545000	1
65545000	66755000	1
66755000	66925000	1
66925000	67405000	1
67405000	67905000	1
67905000	68005000	1
68005000	68305000	1
68305000	69295000	1
69295000	71145000	1
71145000	72195000	1
72195000	72305000	1
72305000	72825000	1
72825000	73265000	1
73265000	74005000	1
74005000	74815000	1
74815000	75165000	1
75165000	75425000	1
75425000	75895000	1
75895000	76265000	1
76265000	76805000	1
76805000	77035000	1
77035000	77615000	1
77615000	79585000	1
79585000	79945000	1
79945000	81235000	1
81235000	81595000	1
81595000	81825000	1
81825000	82415000	1
82415000	82695000	1
82695000	83255000	1
83255000	84555000	1
84555000	85335000	1
85335000	87025000	1
87025000	87435000	1
87435000	87725000	1
87725000	87915000	1
87915000	88375000	1
88375000	88935000	1
88935000	89455000	1
89455000	90005000	1
90005000	90925000	1
90925000	91085000	1
91085000	91595000	1
91595000	91775000	1
91775000	93025000	1
93025000	93245000	1
93245000	94015000	1
94015000	95255000	1
95255000	95835000	1
95835000	95985000	1
95985000	96445000	1
96445000	97255000	1
97255000	97635000	1
97635000	98095000	1
98095000	99585000	1
99585000	100365000	1
100365000	101135000	1
101135000	103295000	1
5000	115000	2
115000	365000	2
365000	745000	2
2155000	2595000	2
2595000	3095000	2
3095000	3565000	2
3565000	4605000	2
4605000	4905000	2
4905000	5285000	2
5285000	6255000	2
6255000	6625000	2
6625000	6955000	2
6955000	7205000	2
7205000	7715000	2
8905000	9235000	2
9235000	9545000	2
9545000	9775000	2
9775000	10195000	2
10195000	10555000	2
10555000	10705000	2
10705000	11085000	2
11085000	11215000	2
12065000	12275000	2
12275000	12565000	2
12565000	12865000	2
12865000	13485000	2
13485000	14185000	2
14945000	15415000	2
15415000	15665000	2
16065000	16275000	2
16275000	16615000	2
16615000	17465000	2
17465000	17695000	2
17695000	17905000	2
20695000	21465000	2
21465000	21655000	2
21655000	22205000	2
22805000	23075000	2
23075000	23465000	2
23465000	23815000	2
23815000	24115000	2
24115000	25065000	2
26415000	26725000	2
26725000	27035000	2
28115000	28565000	2
28565000	28745000	2
28745000	29095000	2
29095000	29325000	2
30455000	30985000	2
30985000	31135000	2
31135000	31845000	2
32085000	32385000	2
32385000	32835000	2
32935000	33145000	2
33145000	33535000	2
33535000	33985000	2
33985000	34475000	2
34475000	35125000	2
35125000	36375000	2
37445000	38575000	2
38575000	39015000	2
40415000	40775000	2
40775000	41105000	2
41105000	41575000	2
41965000	42405000	2
42405000	43035000	2
43035000	43505000	2
44395000	44855000	2
44855000	45285000	2
45285000	45765000	2
45765000	46095000	2
46095000	46225000	2
46225000	46315000	2
46315000	46585000	2
47305000	47705000	2
47705000	47825000	2
47825000	47975000	2
47975000	48385000	2
48385000	48695000	2
49175000	49645000	2
49645000	49755000	2
49755000	51105000	2
51105000	51545000	2
52285000	52685000	2
52685000	52995000	2
52995000	53275000	2
53275000	53565000	2
56145000	56455000	2
56455000	56815000	2
56815000	57125000	2
57125000	57455000	2
57455000	57765000	2
57765000	58045000	2
58665000	58815000	2
58815000	59155000	2
59155000	59335000	2
59335000	59685000	2
59685000	59955000	2
59955000	60675000	2
60675000	60965000	2
60965000	61265000	2
61265000	61825000	2
61825000	62025000	2
62025000	62235000	2
62235000	62545000	2
62545000	62745000	2
63195000	63395000	2
63395000	63745000	2
63905000	64155000	2
64155000	64425000	2
64425000	64815000	2
65545000	65765000	2
65765000	66015000	2
66015000	66315000	2
66315000	66755000	2
68305000	68625000	2
68625000	68835000	2
68835000	69295000	2
69295000	69695000	2
69695000	69925000	2
69925000	71145000	2
71145000	71725000	2
71725000	71785000	2
71785000	72195000	2
73265000	73485000	2
73485000	73735000	2
73735000	74005000	2
74005000	74225000	2
74225000	74435000	2
74435000	74815000	2
77035000	77185000	2
77185000	77615000	2
77615000	78065000	2
78065000	78255000	2
78255000	78845000	2
78845000	79225000	2
79225000	79375000	2
79375000	79585000	2
79945000	80305000	2
80305000	80685000	2
80685000	81035000	2
81035000	81235000	2
81825000	82095000	2
82095000	82415000	2
83255000	83505000	2
83505000	83765000	2
83765000	84015000	2
84015000	84155000	2
84155000	84555000	2
84555000	85075000	2
85075000	85335000	2
85335000	86095000	2
86095000	86295000	2
86295000	86595000	2
86595000	87025000	2
88935000	89295000	2
89295000	89455000	2
90005000	90375000	2
90375000	90655000	2
90655000	90925000	2
91085000	91265000	2
91265000	91595000	2
91775000	92285000	2
92285000	92375000	2
92375000	92675000	2
92675000	93025000	2
93245000	93635000	2
93635000	94015000	2
94015000	94505000	2
94505000	94705000	2
94705000	95045000	2
95045000	95255000	2
98095000	98655000	2
98655000	99585000	2
100365000	100605000	2
100605000	100835000	2
100835000	100985000	2
100985000	101135000	2
101135000	101575000	2
101575000	101795000	2
101795000	102085000	2
102085000	103295000	2
