start	end	dom_order
5000	305000	1
305000	555000	1
555000	825000	1
825000	1085000	1
1085000	2515000	1
2515000	2625000	1
2625000	3045000	1
3045000	3285000	1
3285000	3665000	1
3665000	4405000	1
4405000	4695000	1
4695000	4995000	1
4995000	5425000	1
5425000	5655000	1
5655000	6405000	1
6405000	6605000	1
6605000	6965000	1
7165000	7405000	1
7405000	7645000	1
7645000	8195000	1
8195000	9455000	1
9455000	9975000	1
9975000	10175000	1
10175000	10325000	1
10325000	10625000	1
10625000	11795000	1
11795000	12045000	1
12045000	12565000	1
12565000	12715000	1
12715000	13095000	1
13095000	13375000	1
13375000	13645000	1
13645000	13835000	1
13835000	14425000	1
14425000	14685000	1
14685000	14885000	1
14885000	15375000	1
15375000	15835000	1
15835000	16455000	1
16455000	16745000	1
16745000	16935000	1
16935000	17245000	1
17245000	17485000	1
17485000	18085000	1
18085000	18355000	1
18355000	18595000	1
18595000	19045000	1
19045000	19105000	1
19105000	19525000	1
19525000	19765000	1
19765000	20125000	1
20125000	20205000	1
20205000	20875000	1
20875000	21525000	1
21525000	21935000	1
21935000	22375000	1
22375000	22555000	1
22555000	23025000	1
23025000	23105000	1
23105000	23305000	1
23305000	23675000	1
23675000	23905000	1
23905000	24205000	1
24205000	24645000	1
24645000	25995000	1
25995000	26645000	1
26645000	27375000	1
27375000	27665000	1
27665000	27985000	1
27985000	28265000	1
28265000	28465000	1
28465000	29005000	1
29005000	29395000	1
29395000	29755000	1
29755000	30115000	1
30115000	30435000	1
30435000	30755000	1
30755000	30855000	1
30855000	31205000	1
31205000	31565000	1
31565000	31765000	1
31765000	32025000	1
32025000	32415000	1
32505000	32915000	1
32915000	33425000	1
33425000	33725000	1
33725000	33815000	1
33815000	35415000	1
35415000	36045000	1
36045000	36145000	1
36145000	36295000	1
36295000	36535000	1
36535000	36785000	1
36785000	36885000	1
36885000	38185000	1
38185000	38665000	1
38665000	39425000	1
39425000	39615000	1
39615000	40085000	1
40085000	40435000	1
40435000	40825000	1
40825000	41275000	1
41275000	41595000	1
41595000	42085000	1
42085000	42695000	1
42695000	42895000	1
42895000	43275000	1
43275000	43645000	1
43645000	43815000	1
43815000	44335000	1
44335000	44785000	1
44785000	45735000	1
45735000	46415000	1
46415000	46775000	1
46775000	47065000	1
47065000	47355000	1
47355000	47795000	1
47795000	48705000	1
48705000	49405000	1
49405000	49675000	1
49675000	49875000	1
49875000	50255000	1
50255000	50655000	1
50655000	50855000	1
50855000	51285000	1
51285000	51575000	1
51575000	51995000	1
51995000	52145000	1
52145000	52445000	1
52445000	53115000	1
53115000	53395000	1
53395000	53865000	1
53865000	54775000	1
54775000	55035000	1
55035000	55195000	1
55195000	55655000	1
55655000	55905000	1
55905000	56395000	1
56395000	56575000	1
56575000	56815000	1
56815000	57105000	1
57105000	57465000	1
57465000	57785000	1
57785000	57995000	1
57995000	59245000	1
59245000	60375000	1
60375000	61135000	1
61135000	61385000	1
61385000	61665000	1
3665000	3975000	2
3975000	4105000	2
4105000	4405000	2
7645000	7875000	2
7875000	8195000	2
8195000	8455000	2
8455000	8655000	2
8655000	9025000	2
9025000	9455000	2
10625000	11385000	2
11385000	11795000	2
12045000	12275000	2
12275000	12565000	2
13835000	14165000	2
14165000	14425000	2
15835000	16085000	2
16085000	16455000	2
17485000	17635000	2
17635000	17825000	2
17825000	18085000	2
20205000	20495000	2
20495000	20875000	2
20875000	21075000	2
21075000	21195000	2
21195000	21525000	2
33815000	34225000	2
34225000	34485000	2
34485000	34745000	2
34745000	35415000	2
35415000	35925000	2
35925000	36045000	2
36885000	37575000	2
37575000	38185000	2
38665000	39045000	2
39045000	39425000	2
43815000	44065000	2
44065000	44335000	2
53865000	54315000	2
54315000	54775000	2
57995000	58405000	2
58405000	59245000	2
