start	end	dom_order
5000	915000	1
915000	1995000	1
1995000	2175000	1
2175000	2915000	1
2915000	3685000	1
3685000	4555000	1
4675000	4945000	1
4945000	6515000	1
6515000	8005000	1
8005000	9085000	1
9085000	9395000	1
9395000	9825000	1
9825000	10145000	1
10145000	10535000	1
10535000	11155000	1
11155000	12005000	1
12005000	12495000	1
12495000	12885000	1
12885000	13705000	1
13705000	14355000	1
14355000	14875000	1
14985000	15385000	1
15385000	15955000	1
15955000	17625000	1
17625000	17805000	1
17805000	18825000	1
18825000	19165000	1
19165000	19875000	1
19875000	20925000	1
20925000	21405000	1
21405000	23035000	1
23035000	23495000	1
23495000	24205000	1
24205000	24415000	1
24415000	25815000	1
25815000	26005000	1
26005000	26535000	1
26535000	26945000	1
26945000	27285000	1
27285000	28025000	1
28025000	28855000	1
28855000	29015000	1
29015000	29805000	1
29805000	31295000	1
31295000	31865000	1
31865000	32595000	1
32595000	32925000	1
32925000	33695000	1
33695000	35755000	1
35755000	36815000	1
36815000	37105000	1
37105000	38005000	1
38005000	38495000	1
38495000	39285000	1
39285000	40595000	1
40595000	41365000	1
41365000	41875000	1
41875000	42085000	1
42085000	42985000	1
42985000	43645000	1
43645000	44285000	1
44285000	44635000	1
44635000	45285000	1
45285000	46035000	1
46035000	46995000	1
46995000	47225000	1
47225000	47425000	1
47425000	47975000	1
47975000	48835000	1
48835000	49545000	1
49545000	50365000	1
50365000	51665000	1
51665000	51885000	1
51885000	51985000	1
51985000	52435000	1
52435000	52625000	1
52625000	53445000	1
53445000	54165000	1
54165000	55135000	1
55135000	55695000	1
55695000	56505000	1
56505000	57175000	1
57175000	58385000	1
58385000	58565000	1
58565000	58735000	1
58735000	58965000	1
58965000	59425000	1
59425000	60055000	1
60055000	60165000	1
60165000	60395000	1
60395000	60765000	1
60765000	62035000	1
62035000	62395000	1
62395000	64475000	1
64475000	65495000	1
65495000	65785000	1
65785000	67325000	1
67325000	67645000	1
67645000	68045000	1
68045000	68635000	1
68635000	68745000	1
68745000	69285000	1
69285000	71235000	1
71235000	72265000	1
72265000	72595000	1
72595000	72905000	1
72905000	73125000	1
73125000	74355000	1
74355000	74605000	1
74605000	74935000	1
74935000	75405000	1
75405000	75515000	1
75625000	76565000	1
76565000	76785000	1
76785000	77425000	1
77425000	79085000	1
79085000	79245000	1
79245000	80535000	1
80535000	82025000	1
82025000	82575000	1
82575000	83345000	1
83345000	84115000	1
84115000	84245000	1
84245000	84425000	1
84425000	85055000	1
85055000	85955000	1
85955000	87065000	1
87065000	87405000	1
87405000	88495000	1
88495000	89125000	1
89125000	89465000	1
89465000	89885000	1
89885000	90065000	1
90065000	92635000	1
92635000	92815000	1
92815000	92945000	1
92945000	93265000	1
93265000	93545000	1
93545000	94015000	1
