start	end	dom_order
5000	275000	1
275000	655000	1
655000	895000	1
965000	1205000	1
1205000	1525000	1
1525000	1615000	1
1615000	2105000	1
2105000	2445000	1
2445000	3685000	1
3685000	4075000	1
4075000	4315000	1
4315000	4865000	1
4865000	5125000	1
5125000	5245000	1
5245000	5475000	1
5475000	5705000	1
5705000	6085000	1
6085000	6425000	1
6425000	6735000	1
6735000	7065000	1
7065000	7275000	1
7275000	7555000	1
7555000	7805000	1
7805000	8145000	1
8145000	8625000	1
8625000	8765000	1
8765000	9095000	1
9095000	9335000	1
9485000	9875000	1
9875000	10295000	1
10295000	10815000	1
10815000	11315000	1
11315000	11445000	1
11445000	11645000	1
11645000	11945000	1
11945000	12485000	1
12485000	12755000	1
12755000	12995000	1
12995000	13135000	1
13135000	13345000	1
13345000	13655000	1
13655000	13915000	1
13915000	14185000	1
14185000	14405000	1
14405000	14715000	1
14715000	14795000	1
14795000	14955000	1
14955000	15295000	1
15295000	15525000	1
15525000	15835000	1
15835000	16215000	1
16215000	16575000	1
16575000	16805000	1
16805000	17325000	1
17325000	17785000	1
17785000	17865000	1
17865000	18055000	1
18055000	18585000	1
18585000	18895000	1
18895000	19045000	1
19045000	19355000	1
19355000	19605000	1
19605000	19935000	1
19935000	20375000	1
20375000	20805000	1
20805000	20975000	1
20975000	21245000	1
21245000	21915000	1
21915000	22065000	1
22065000	22285000	1
22285000	22525000	1
10295000	10485000	2
10485000	10595000	2
10595000	10815000	2
10815000	11035000	2
11035000	11315000	2
21245000	21635000	2
21635000	21915000	2
